palabra,codigo_pais,pais,bandera,significado,emoji,categoria
cerveza,CR,Costa Rica,🇨🇷,cerveza,🍺,Comida
cerveza,PA,Panamá,🇵🇦,cerveza,🍺,Comida
cerveza,CU,Cuba,🇨🇺,cerveza,🍺,Comida
cerveza,DO,Rep. Dominicana,🇩🇴,cerveza,🍺,Comida
cerveza,PR,Puerto Rico,🇵🇷,cerveza,🍺,Comida
cerveza,CO,Colombia,🇨🇴,'pola',🍺,Comida
cerveza,VE,Venezuela,🇻🇪,'fría / curda',🍺,Comida
cerveza,EC,Ecuador,🇪🇨,cerveza,🍺,Comida
cerveza,PE,Perú,🇵🇪,cerveza,🍺,Comida
cerveza,BO,Bolivia,🇧🇴,'chela',🍺,Comida
cerveza,PY,Paraguay,🇵🇾,cerveza,🍺,Comida
cerveza,UY,Uruguay,🇺🇾,'birra',🍺,Comida
cerveza,AR,Argentina,🇦🇷,'birra',🍺,Comida
cerveza,CL,Chile,🇨🇱,cerveza,🍺,Comida
cerveza,GQ,Guinea Ecuatorial,🇬🇶,cerveza,🍺,Comida
cruda,ES,España,🇪🇸,'resaca',🤢,Estado
cruda,MX,México,🇲🇽,'cruda',🤢,Estado
cruda,GT,Guatemala,🇬🇹,resaca (malestar tras beber),🤢,Estado
cruda,SV,El Salvador,🇸🇻,resaca (malestar tras beber),🤢,Estado
cruda,HN,Honduras,🇭🇳,resaca (malestar tras beber),🤢,Estado
cruda,NI,Nicaragua,🇳🇮,resaca (malestar tras beber),🤢,Estado
cruda,CR,Costa Rica,🇨🇷,'caña' / 'goma',🤢,Estado
cruda,PA,Panamá,🇵🇦,resaca (malestar tras beber),🤢,Estado
cruda,CU,Cuba,🇨🇺,resaca (malestar tras beber),🤢,Estado
cruda,DO,Rep. Dominicana,🇩🇴,resaca (malestar tras beber),🤢,Estado
cruda,PR,Puerto Rico,🇵🇷,resaca (malestar tras beber),🤢,Estado
cruda,CO,Colombia,🇨🇴,'guayabo',🤢,Estado
cruda,VE,Venezuela,🇻🇪,'ratón',🤢,Estado
cruda,EC,Ecuador,🇪🇨,'chuchaqui',🤢,Estado
cruda,PE,Perú,🇵🇪,resaca (malestar tras beber),🤢,Estado
cruda,BO,Bolivia,🇧🇴,'caña',🤢,Estado
cruda,PY,Paraguay,🇵🇾,resaca (malestar tras beber),🤢,Estado
cruda,UY,Uruguay,🇺🇾,'resaca',🤢,Estado
cruda,AR,Argentina,🇦🇷,'resaca',🤢,Estado
cruda,CL,Chile,🇨🇱,resaca (malestar tras beber),🤢,Estado
cruda,GQ,Guinea Ecuatorial,🇬🇶,resaca (malestar tras beber),🤢,Estado
fiesta,ES,España,🇪🇸,fiesta / celebración,🥳,Estado
fiesta,MX,México,🇲🇽,'pachanga / reventón',🥳,Estado
fiesta,GT,Guatemala,🇬🇹,fiesta / celebración,🥳,Estado
fiesta,SV,El Salvador,🇸🇻,fiesta / celebración,🥳,Estado
fiesta,HN,Honduras,🇭🇳,fiesta / celebración,🥳,Estado
fiesta,NI,Nicaragua,🇳🇮,fiesta / celebración,🥳,Estado
fiesta,CR,Costa Rica,🇨🇷,fiesta / celebración,🥳,Estado
fiesta,PA,Panamá,🇵🇦,fiesta / celebración,🥳,Estado
fiesta,CU,Cuba,🇨🇺,fiesta / celebración,🥳,Estado
fiesta,DO,Rep. Dominicana,🇩🇴,'parranda',🥳,Estado
fiesta,PR,Puerto Rico,🇵🇷,'parranda',🥳,Estado
fiesta,CO,Colombia,🇨🇴,'rumba',🥳,Estado
fiesta,VE,Venezuela,🇻🇪,'guachafita / bonche',🥳,Estado
fiesta,EC,Ecuador,🇪🇨,'farra',🥳,Estado
fiesta,PE,Perú,🇵🇪,'farra',🥳,Estado
fiesta,BO,Bolivia,🇧🇴,fiesta / celebración,🥳,Estado
fiesta,PY,Paraguay,🇵🇾,'farra',🥳,Estado
fiesta,UY,Uruguay,🇺🇾,fiesta / celebración,🥳,Estado
fiesta,AR,Argentina,🇦🇷,'joda / previa',🥳,Estado
fiesta,CL,Chile,🇨🇱,'carrete',🥳,Estado
fiesta,GQ,Guinea Ecuatorial,🇬🇶,fiesta / celebración,🥳,Estado
policía,ES,España,🇪🇸,policía,👮,Jerga / varios
policía,MX,México,🇲🇽,'jara',👮,Jerga / varios
policía,GT,Guatemala,🇬🇹,policía,👮,Jerga / varios
policía,SV,El Salvador,🇸🇻,'chota',👮,Jerga / varios
policía,HN,Honduras,🇭🇳,policía,👮,Jerga / varios
policía,NI,Nicaragua,🇳🇮,policía,👮,Jerga / varios
policía,CR,Costa Rica,🇨🇷,policía,👮,Jerga / varios
policía,PA,Panamá,🇵🇦,'tira',👮,Jerga / varios
policía,CU,Cuba,🇨🇺,policía,👮,Jerga / varios
policía,DO,Rep. Dominicana,🇩🇴,policía,👮,Jerga / varios
policía,PR,Puerto Rico,🇵🇷,policía,👮,Jerga / varios
policía,CO,Colombia,🇨🇴,'tombo',👮,Jerga / varios
policía,VE,Venezuela,🇻🇪,'pitufo / musiú',👮,Jerga / varios
policía,EC,Ecuador,🇪🇨,policía,👮,Jerga / varios
policía,PE,Perú,🇵🇪,'tombo',👮,Jerga / varios
policía,BO,Bolivia,🇧🇴,policía,👮,Jerga / varios
policía,PY,Paraguay,🇵🇾,policía,👮,Jerga / varios
policía,UY,Uruguay,🇺🇾,policía,👮,Jerga / varios
policía,AR,Argentina,🇦🇷,'cana / yuta / rati',👮,Jerga / varios
policía,CL,Chile,🇨🇱,'paco',👮,Jerga / varios
policía,GQ,Guinea Ecuatorial,🇬🇶,policía,👮,Jerga / varios
ladrón,ES,España,🇪🇸,'caco',🦹,Jerga / varios
ladrón,MX,México,🇲🇽,'ratero',🦹,Jerga / varios
ladrón,GT,Guatemala,🇬🇹,ladrón,🦹,Jerga / varios
ladrón,SV,El Salvador,🇸🇻,ladrón,🦹,Jerga / varios
ladrón,HN,Honduras,🇭🇳,ladrón,🦹,Jerga / varios
ladrón,NI,Nicaragua,🇳🇮,ladrón,🦹,Jerga / varios
ladrón,CR,Costa Rica,🇨🇷,ladrón,🦹,Jerga / varios
ladrón,PA,Panamá,🇵🇦,ladrón,🦹,Jerga / varios
ladrón,CU,Cuba,🇨🇺,ladrón,🦹,Jerga / varios
ladrón,DO,Rep. Dominicana,🇩🇴,ladrón,🦹,Jerga / varios
ladrón,PR,Puerto Rico,🇵🇷,ladrón,🦹,Jerga / varios
ladrón,CO,Colombia,🇨🇴,'pillo / ñero',🦹,Jerga / varios
ladrón,VE,Venezuela,🇻🇪,'malandro',🦹,Jerga / varios
ladrón,EC,Ecuador,🇪🇨,ladrón,🦹,Jerga / varios
ladrón,PE,Perú,🇵🇪,'choro',🦹,Jerga / varios
ladrón,BO,Bolivia,🇧🇴,ladrón,🦹,Jerga / varios
ladrón,PY,Paraguay,🇵🇾,ladrón,🦹,Jerga / varios
ladrón,UY,Uruguay,🇺🇾,ladrón,🦹,Jerga / varios
ladrón,AR,Argentina,🇦🇷,'chorro',🦹,Jerga / varios
ladrón,CL,Chile,🇨🇱,'choro / lanza',🦹,Jerga / varios
ladrón,GQ,Guinea Ecuatorial,🇬🇶,ladrón,🦹,Jerga / varios
dinero,ES,España,🇪🇸,'cuartos',💰,Dinero
dinero,MX,México,🇲🇽,'lana / varo / feria',💰,Dinero
dinero,GT,Guatemala,🇬🇹,'pisto',💰,Dinero
dinero,SV,El Salvador,🇸🇻,'pisto',💰,Dinero
dinero,HN,Honduras,🇭🇳,'pisto',💰,Dinero
dinero,NI,Nicaragua,🇳🇮,dinero,💰,Dinero
dinero,CR,Costa Rica,🇨🇷,dinero,💰,Dinero
dinero,PA,Panamá,🇵🇦,dinero,💰,Dinero
dinero,CU,Cuba,🇨🇺,dinero,💰,Dinero
dinero,DO,Rep. Dominicana,🇩🇴,dinero,💰,Dinero
dinero,PR,Puerto Rico,🇵🇷,'real / chavos',💰,Dinero
dinero,CO,Colombia,🇨🇴,'plata',💰,Dinero
dinero,VE,Venezuela,🇻🇪,'real / chavos',💰,Dinero
dinero,EC,Ecuador,🇪🇨,'plata',💰,Dinero
dinero,PE,Perú,🇵🇪,'plata',💰,Dinero
dinero,BO,Bolivia,🇧🇴,'plata',💰,Dinero
dinero,PY,Paraguay,🇵🇾,dinero,💰,Dinero
dinero,UY,Uruguay,🇺🇾,'plata',💰,Dinero
dinero,AR,Argentina,🇦🇷,'guita / mango / luca',💰,Dinero
dinero,CL,Chile,🇨🇱,'plata',💰,Dinero
dinero,GQ,Guinea Ecuatorial,🇬🇶,dinero,💰,Dinero
genial,ES,España,🇪🇸,'guay',😎,Cualidad
genial,MX,México,🇲🇽,'chido / padre',😎,Cualidad
genial,GT,Guatemala,🇬🇹,'calidá',😎,Cualidad
genial,SV,El Salvador,🇸🇻,genial / muy bueno,😎,Cualidad
genial,HN,Honduras,🇭🇳,genial / muy bueno,😎,Cualidad
genial,NI,Nicaragua,🇳🇮,genial / muy bueno,😎,Cualidad
genial,CR,Costa Rica,🇨🇷,'tuanis / pura vida',😎,Cualidad
genial,PA,Panamá,🇵🇦,'chévere',😎,Cualidad
genial,CU,Cuba,🇨🇺,'chévere',😎,Cualidad
genial,DO,Rep. Dominicana,🇩🇴,'chévere',😎,Cualidad
genial,PR,Puerto Rico,🇵🇷,genial / muy bueno,😎,Cualidad
genial,CO,Colombia,🇨🇴,'chimba',😎,Cualidad
genial,VE,Venezuela,🇻🇪,'fino',😎,Cualidad
genial,EC,Ecuador,🇪🇨,'chévere',😎,Cualidad
genial,PE,Perú,🇵🇪,'bacán / bacano',😎,Cualidad
genial,BO,Bolivia,🇧🇴,genial / muy bueno,😎,Cualidad
genial,PY,Paraguay,🇵🇾,genial / muy bueno,😎,Cualidad
genial,UY,Uruguay,🇺🇾,genial / muy bueno,😎,Cualidad
genial,AR,Argentina,🇦🇷,'joya / bárbaro / copado',😎,Cualidad
genial,CL,Chile,🇨🇱,'pulenta / la raja',😎,Cualidad
genial,GQ,Guinea Ecuatorial,🇬🇶,genial / muy bueno,😎,Cualidad
trabajo,ES,España,🇪🇸,'curro',💼,Dinero
trabajo,MX,México,🇲🇽,'chamba',💼,Dinero
trabajo,GT,Guatemala,🇬🇹,'chamba',💼,Dinero
trabajo,SV,El Salvador,🇸🇻,'chamba',💼,Dinero
trabajo,HN,Honduras,🇭🇳,'chamba',💼,Dinero
trabajo,NI,Nicaragua,🇳🇮,'chamba',💼,Dinero
trabajo,CR,Costa Rica,🇨🇷,trabajo / empleo,💼,Dinero
trabajo,PA,Panamá,🇵🇦,trabajo / empleo,💼,Dinero
trabajo,CU,Cuba,🇨🇺,trabajo / empleo,💼,Dinero
trabajo,DO,Rep. Dominicana,🇩🇴,trabajo / empleo,💼,Dinero
trabajo,PR,Puerto Rico,🇵🇷,trabajo / empleo,💼,Dinero
trabajo,CO,Colombia,🇨🇴,'camello',💼,Dinero
trabajo,VE,Venezuela,🇻🇪,trabajo / empleo,💼,Dinero
trabajo,EC,Ecuador,🇪🇨,'chamba',💼,Dinero
trabajo,PE,Perú,🇵🇪,'chamba',💼,Dinero
trabajo,BO,Bolivia,🇧🇴,trabajo / empleo,💼,Dinero
trabajo,PY,Paraguay,🇵🇾,trabajo / empleo,💼,Dinero
trabajo,UY,Uruguay,🇺🇾,'laburo',💼,Dinero
trabajo,AR,Argentina,🇦🇷,'laburo',💼,Dinero
trabajo,CL,Chile,🇨🇱,'pega',💼,Dinero
trabajo,GQ,Guinea Ecuatorial,🇬🇶,trabajo / empleo,💼,Dinero
vaina,ES,España,🇪🇸,funda / legumbre (literal),🤷,Jerga / varios
vaina,MX,México,🇲🇽,funda / legumbre (literal),🤷,Jerga / varios
vaina,GT,Guatemala,🇬🇹,cosa / asunto (comodín),🤷,Jerga / varios
vaina,SV,El Salvador,🇸🇻,cosa / asunto (comodín),🤷,Jerga / varios
vaina,HN,Honduras,🇭🇳,cosa / asunto (comodín),🤷,Jerga / varios
vaina,NI,Nicaragua,🇳🇮,cosa / asunto (comodín),🤷,Jerga / varios
vaina,CR,Costa Rica,🇨🇷,'cosa / asunto' (comodín muy usado),🤷,Jerga / varios
vaina,PA,Panamá,🇵🇦,'cosa / asunto' (comodín muy usado),🤷,Jerga / varios
vaina,CU,Cuba,🇨🇺,cosa / asunto (comodín),🤷,Jerga / varios
vaina,DO,Rep. Dominicana,🇩🇴,'cosa / asunto' (comodín muy usado),🤷,Jerga / varios
vaina,PR,Puerto Rico,🇵🇷,cosa / asunto (comodín),🤷,Jerga / varios
vaina,CO,Colombia,🇨🇴,'cosa / asunto' (comodín muy usado),🤷,Jerga / varios
vaina,VE,Venezuela,🇻🇪,'cosa / asunto' (comodín muy usado),🤷,Jerga / varios
vaina,EC,Ecuador,🇪🇨,'cosa / asunto' (comodín muy usado),🤷,Jerga / varios
vaina,PE,Perú,🇵🇪,cosa / asunto (comodín),🤷,Jerga / varios
vaina,BO,Bolivia,🇧🇴,cosa / asunto (comodín),🤷,Jerga / varios
vaina,PY,Paraguay,🇵🇾,cosa / asunto (comodín),🤷,Jerga / varios
vaina,UY,Uruguay,🇺🇾,cosa / asunto (comodín),🤷,Jerga / varios
vaina,AR,Argentina,🇦🇷,funda / legumbre (literal),🤷,Jerga / varios
vaina,CL,Chile,🇨🇱,cosa / asunto (comodín),🤷,Jerga / varios
vaina,GQ,Guinea Ecuatorial,🇬🇶,cosa / asunto (comodín),🤷,Jerga / varios
chivo,ES,España,🇪🇸,cabra macho,🐐,Doble sentido
chivo,MX,México,🇲🇽,cabra macho,🐐,Doble sentido
chivo,GT,Guatemala,🇬🇹,cabra macho,🐐,Doble sentido
chivo,SV,El Salvador,🇸🇻,genial / cool,🐐,Doble sentido
chivo,HN,Honduras,🇭🇳,soborno,🐐,Doble sentido
chivo,NI,Nicaragua,🇳🇮,cabra macho,🐐,Doble sentido
chivo,CR,Costa Rica,🇨🇷,'hacer la chiva' = faltar,🐐,Doble sentido
chivo,PA,Panamá,🇵🇦,cabra macho,🐐,Doble sentido
chivo,CU,Cuba,🇨🇺,cabra macho,🐐,Doble sentido
chivo,DO,Rep. Dominicana,🇩🇴,nervioso / inquieto,🐐,Doble sentido
chivo,PR,Puerto Rico,🇵🇷,cabra macho,🐐,Doble sentido
chivo,CO,Colombia,🇨🇴,cabra macho,🐐,Doble sentido
chivo,VE,Venezuela,🇻🇪,cabra macho,🐐,Doble sentido
chivo,EC,Ecuador,🇪🇨,cabra macho,🐐,Doble sentido
chivo,PE,Perú,🇵🇪,cabra macho,🐐,Doble sentido
chivo,BO,Bolivia,🇧🇴,cabra macho,🐐,Doble sentido
chivo,PY,Paraguay,🇵🇾,cabra macho,🐐,Doble sentido
chivo,UY,Uruguay,🇺🇾,cabra macho,🐐,Doble sentido
chivo,AR,Argentina,🇦🇷,cabra macho,🐐,Doble sentido
chivo,CL,Chile,🇨🇱,cabra macho,🐐,Doble sentido
chivo,GQ,Guinea Ecuatorial,🇬🇶,cabra macho,🐐,Doble sentido
sapo,ES,España,🇪🇸,rana / sapo (animal),🐸👀,Jerga / varios
sapo,MX,México,🇲🇽,rana / sapo (animal),🐸👀,Jerga / varios
sapo,GT,Guatemala,🇬🇹,rana / sapo (animal),🐸👀,Jerga / varios
sapo,SV,El Salvador,🇸🇻,rana / sapo (animal),🐸👀,Jerga / varios
sapo,HN,Honduras,🇭🇳,rana / sapo (animal),🐸👀,Jerga / varios
sapo,NI,Nicaragua,🇳🇮,rana / sapo (animal),🐸👀,Jerga / varios
sapo,CR,Costa Rica,🇨🇷,rana / sapo (animal),🐸👀,Jerga / varios
sapo,PA,Panamá,🇵🇦,rana / sapo (animal),🐸👀,Jerga / varios
sapo,CU,Cuba,🇨🇺,rana / sapo (animal),🐸👀,Jerga / varios
sapo,DO,Rep. Dominicana,🇩🇴,rana / sapo (animal),🐸👀,Jerga / varios
sapo,PR,Puerto Rico,🇵🇷,rana / sapo (animal),🐸👀,Jerga / varios
sapo,CO,Colombia,🇨🇴,chismoso / soplón,🐸👀,Jerga / varios
sapo,VE,Venezuela,🇻🇪,'echar el sapo' = delatar,🐸👀,Jerga / varios
sapo,EC,Ecuador,🇪🇨,chismoso / soplón,🐸👀,Jerga / varios
sapo,PE,Perú,🇵🇪,rana / sapo (animal),🐸👀,Jerga / varios
sapo,BO,Bolivia,🇧🇴,rana / sapo (animal),🐸👀,Jerga / varios
sapo,PY,Paraguay,🇵🇾,rana / sapo (animal),🐸👀,Jerga / varios
sapo,UY,Uruguay,🇺🇾,rana / sapo (animal),🐸👀,Jerga / varios
sapo,AR,Argentina,🇦🇷,rana / sapo (animal),🐸👀,Jerga / varios
sapo,CL,Chile,🇨🇱,chismoso / soplón,🐸👀,Jerga / varios
sapo,GQ,Guinea Ecuatorial,🇬🇶,rana / sapo (animal),🐸👀,Jerga / varios
mango,ES,España,🇪🇸,fruta,🥭😍,Doble sentido
mango,MX,México,🇲🇽,fruta,🥭😍,Doble sentido
mango,GT,Guatemala,🇬🇹,fruta,🥭😍,Doble sentido
mango,SV,El Salvador,🇸🇻,fruta,🥭😍,Doble sentido
mango,HN,Honduras,🇭🇳,fruta,🥭😍,Doble sentido
mango,NI,Nicaragua,🇳🇮,fruta,🥭😍,Doble sentido
mango,CR,Costa Rica,🇨🇷,fruta,🥭😍,Doble sentido
mango,PA,Panamá,🇵🇦,fruta,🥭😍,Doble sentido
mango,CU,Cuba,🇨🇺,fruta,🥭😍,Doble sentido
mango,DO,Rep. Dominicana,🇩🇴,persona muy atractiva 😍,🥭😍,Doble sentido
mango,PR,Puerto Rico,🇵🇷,fruta,🥭😍,Doble sentido
mango,CO,Colombia,🇨🇴,fruta,🥭😍,Doble sentido
mango,VE,Venezuela,🇻🇪,persona muy atractiva 😍,🥭😍,Doble sentido
mango,EC,Ecuador,🇪🇨,fruta,🥭😍,Doble sentido
mango,PE,Perú,🇵🇪,fruta,🥭😍,Doble sentido
mango,BO,Bolivia,🇧🇴,fruta,🥭😍,Doble sentido
mango,PY,Paraguay,🇵🇾,fruta,🥭😍,Doble sentido
mango,UY,Uruguay,🇺🇾,persona muy atractiva 😍,🥭😍,Doble sentido
mango,AR,Argentina,🇦🇷,'un mango' = dinero,🥭😍,Doble sentido
mango,CL,Chile,🇨🇱,fruta,🥭😍,Doble sentido
mango,GQ,Guinea Ecuatorial,🇬🇶,fruta,🥭😍,Doble sentido
piña,ES,España,🇪🇸,fruta (ananá),🍍👊,Doble sentido
piña,MX,México,🇲🇽,puñetazo / golpe,🍍👊,Doble sentido
piña,GT,Guatemala,🇬🇹,fruta (ananá),🍍👊,Doble sentido
piña,SV,El Salvador,🇸🇻,fruta (ananá),🍍👊,Doble sentido
piña,HN,Honduras,🇭🇳,fruta (ananá),🍍👊,Doble sentido
piña,NI,Nicaragua,🇳🇮,fruta (ananá),🍍👊,Doble sentido
piña,CR,Costa Rica,🇨🇷,fruta (ananá),🍍👊,Doble sentido
piña,PA,Panamá,🇵🇦,fruta (ananá),🍍👊,Doble sentido
piña,CU,Cuba,🇨🇺,fruta (ananá),🍍👊,Doble sentido
piña,DO,Rep. Dominicana,🇩🇴,fruta (ananá),🍍👊,Doble sentido
piña,PR,Puerto Rico,🇵🇷,fruta (ananá),🍍👊,Doble sentido
piña,CO,Colombia,🇨🇴,fruta (ananá),🍍👊,Doble sentido
piña,VE,Venezuela,🇻🇪,mala suerte / 'estar en la piña',🍍👊,Doble sentido
piña,EC,Ecuador,🇪🇨,fruta (ananá),🍍👊,Doble sentido
piña,PE,Perú,🇵🇪,fruta (ananá),🍍👊,Doble sentido
piña,BO,Bolivia,🇧🇴,fruta (ananá),🍍👊,Doble sentido
piña,PY,Paraguay,🇵🇾,'ananá',🍍👊,Doble sentido
piña,UY,Uruguay,🇺🇾,puñetazo / golpe,🍍👊,Doble sentido
piña,AR,Argentina,🇦🇷,'ananá',🍍👊,Doble sentido
piña,CL,Chile,🇨🇱,fruta (ananá),🍍👊,Doble sentido
piña,GQ,Guinea Ecuatorial,🇬🇶,fruta (ananá),🍍👊,Doble sentido
papa,ES,España,🇪🇸,'patata',🥔,Doble sentido
papa,MX,México,🇲🇽,papa / patata,🥔,Doble sentido
papa,GT,Guatemala,🇬🇹,papa / patata,🥔,Doble sentido
papa,SV,El Salvador,🇸🇻,papa / patata,🥔,Doble sentido
papa,HN,Honduras,🇭🇳,papa / patata,🥔,Doble sentido
papa,NI,Nicaragua,🇳🇮,papa / patata,🥔,Doble sentido
papa,CR,Costa Rica,🇨🇷,papa / patata,🥔,Doble sentido
papa,PA,Panamá,🇵🇦,papa / patata,🥔,Doble sentido
papa,CU,Cuba,🇨🇺,papa / patata,🥔,Doble sentido
papa,DO,Rep. Dominicana,🇩🇴,papa / patata,🥔,Doble sentido
papa,PR,Puerto Rico,🇵🇷,papa / patata,🥔,Doble sentido
papa,CO,Colombia,🇨🇴,algo muy fácil ('es papa'),🥔,Doble sentido
papa,VE,Venezuela,🇻🇪,algo muy fácil ('es papa'),🥔,Doble sentido
papa,EC,Ecuador,🇪🇨,mentira ('pura papa'),🥔,Doble sentido
papa,PE,Perú,🇵🇪,papa / patata,🥔,Doble sentido
papa,BO,Bolivia,🇧🇴,papa / patata,🥔,Doble sentido
papa,PY,Paraguay,🇵🇾,papa / patata,🥔,Doble sentido
papa,UY,Uruguay,🇺🇾,papa / patata,🥔,Doble sentido
papa,AR,Argentina,🇦🇷,algo muy fácil ('es papa'),🥔,Doble sentido
papa,CL,Chile,🇨🇱,papa / patata,🥔,Doble sentido
papa,GQ,Guinea Ecuatorial,🇬🇶,papa / patata,🥔,Doble sentido
mono,ES,España,🇪🇸,'estar mono' = lindo,🐒,Doble sentido
mono,MX,México,🇲🇽,simio / mono,🐒,Doble sentido
mono,GT,Guatemala,🇬🇹,simio / mono,🐒,Doble sentido
mono,SV,El Salvador,🇸🇻,simio / mono,🐒,Doble sentido
mono,HN,Honduras,🇭🇳,simio / mono,🐒,Doble sentido
mono,NI,Nicaragua,🇳🇮,simio / mono,🐒,Doble sentido
mono,CR,Costa Rica,🇨🇷,simio / mono,🐒,Doble sentido
mono,PA,Panamá,🇵🇦,simio / mono,🐒,Doble sentido
mono,CU,Cuba,🇨🇺,simio / mono,🐒,Doble sentido
mono,DO,Rep. Dominicana,🇩🇴,simio / mono,🐒,Doble sentido
mono,PR,Puerto Rico,🇵🇷,simio / mono,🐒,Doble sentido
mono,CO,Colombia,🇨🇴,persona rubia,🐒,Doble sentido
mono,VE,Venezuela,🇻🇪,simio / mono,🐒,Doble sentido
mono,EC,Ecuador,🇪🇨,simio / mono,🐒,Doble sentido
mono,PE,Perú,🇵🇪,simio / mono,🐒,Doble sentido
mono,BO,Bolivia,🇧🇴,simio / mono,🐒,Doble sentido
mono,PY,Paraguay,🇵🇾,simio / mono,🐒,Doble sentido
mono,UY,Uruguay,🇺🇾,simio / mono,🐒,Doble sentido
mono,AR,Argentina,🇦🇷,simio / mono,🐒,Doble sentido
mono,CL,Chile,🇨🇱,simio / mono,🐒,Doble sentido
mono,GQ,Guinea Ecuatorial,🇬🇶,simio / mono,🐒,Doble sentido
rubio,ES,España,🇪🇸,persona rubia,👱,Persona / apariencia
rubio,MX,México,🇲🇽,'güero',👱,Persona / apariencia
rubio,GT,Guatemala,🇬🇹,'canche',👱,Persona / apariencia
rubio,SV,El Salvador,🇸🇻,'chivo',👱,Persona / apariencia
rubio,HN,Honduras,🇭🇳,'chele',👱,Persona / apariencia
rubio,NI,Nicaragua,🇳🇮,'chele',👱,Persona / apariencia
rubio,CR,Costa Rica,🇨🇷,persona rubia,👱,Persona / apariencia
rubio,PA,Panamá,🇵🇦,persona rubia,👱,Persona / apariencia
rubio,CU,Cuba,🇨🇺,persona rubia,👱,Persona / apariencia
rubio,DO,Rep. Dominicana,🇩🇴,persona rubia,👱,Persona / apariencia
rubio,PR,Puerto Rico,🇵🇷,persona rubia,👱,Persona / apariencia
rubio,CO,Colombia,🇨🇴,'mono',👱,Persona / apariencia
rubio,VE,Venezuela,🇻🇪,'catire',👱,Persona / apariencia
rubio,EC,Ecuador,🇪🇨,'macho',👱,Persona / apariencia
rubio,PE,Perú,🇵🇪,persona rubia,👱,Persona / apariencia
rubio,BO,Bolivia,🇧🇴,persona rubia,👱,Persona / apariencia
rubio,PY,Paraguay,🇵🇾,persona rubia,👱,Persona / apariencia
rubio,UY,Uruguay,🇺🇾,persona rubia,👱,Persona / apariencia
rubio,AR,Argentina,🇦🇷,'flaco/rubio',👱,Persona / apariencia
rubio,CL,Chile,🇨🇱,persona rubia,👱,Persona / apariencia
rubio,GQ,Guinea Ecuatorial,🇬🇶,persona rubia,👱,Persona / apariencia
morocho,ES,España,🇪🇸,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,MX,México,🇲🇽,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,GT,Guatemala,🇬🇹,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,SV,El Salvador,🇸🇻,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,HN,Honduras,🇭🇳,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,NI,Nicaragua,🇳🇮,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,CR,Costa Rica,🇨🇷,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,PA,Panamá,🇵🇦,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,CU,Cuba,🇨🇺,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,DO,Rep. Dominicana,🇩🇴,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,PR,Puerto Rico,🇵🇷,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,CO,Colombia,🇨🇴,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,VE,Venezuela,🇻🇪,mellizo / gemelo,🧑,Persona / apariencia
morocho,EC,Ecuador,🇪🇨,tipo de maíz,🧑,Persona / apariencia
morocho,PE,Perú,🇵🇪,tipo de maíz,🧑,Persona / apariencia
morocho,BO,Bolivia,🇧🇴,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,PY,Paraguay,🇵🇾,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,UY,Uruguay,🇺🇾,moreno / pelo negro,🧑,Persona / apariencia
morocho,AR,Argentina,🇦🇷,moreno / pelo negro,🧑,Persona / apariencia
morocho,CL,Chile,🇨🇱,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
morocho,GQ,Guinea Ecuatorial,🇬🇶,"de pelo/piel oscura, moreno",🧑,Persona / apariencia
gordo,ES,España,🇪🇸,premio mayor de lotería ('el gordo'),🥰,Persona / trato
gordo,MX,México,🇲🇽,persona con sobrepeso,🥰,Persona / trato
gordo,GT,Guatemala,🇬🇹,persona con sobrepeso,🥰,Persona / trato
gordo,SV,El Salvador,🇸🇻,persona con sobrepeso,🥰,Persona / trato
gordo,HN,Honduras,🇭🇳,persona con sobrepeso,🥰,Persona / trato
gordo,NI,Nicaragua,🇳🇮,persona con sobrepeso,🥰,Persona / trato
gordo,CR,Costa Rica,🇨🇷,persona con sobrepeso,🥰,Persona / trato
gordo,PA,Panamá,🇵🇦,persona con sobrepeso,🥰,Persona / trato
gordo,CU,Cuba,🇨🇺,persona con sobrepeso,🥰,Persona / trato
gordo,DO,Rep. Dominicana,🇩🇴,persona con sobrepeso,🥰,Persona / trato
gordo,PR,Puerto Rico,🇵🇷,persona con sobrepeso,🥰,Persona / trato
gordo,CO,Colombia,🇨🇴,persona con sobrepeso,🥰,Persona / trato
gordo,VE,Venezuela,🇻🇪,persona con sobrepeso,🥰,Persona / trato
gordo,EC,Ecuador,🇪🇨,persona con sobrepeso,🥰,Persona / trato
